id,text,Fuente,es_gracioso_p1,es_gracioso_p2,es_gracioso_p3,Es_gracioso,nivel_gracia_p1,nivel_gracia_p2,nivel_gracia_p3
4822,"""Cinco minutitos más"" es el comodín perfecto para evitar comprometerse con un tiempo exacto. Todos lo aceptan, aunque saben que puede ser una eternidad.",LLMs,1,1,1,1,3,3,3
4823,"Las fotos en el grupo familiar siempre necesitan un filtro ""mejorador"" que la tía insiste en poner. Al final, todos salen más brillantes, aunque algunos se vean un poco distintos.",LLMs,1,1,1,1,2,2,4
4824,"El primo que manda memes viejos en el grupo familiar es como el historiador del chat. Nadie le dice que ya lo vieron, porque su intención es lo que cuenta.",LLMs,1,1,0,1,3,3,0
4825,"Las cenas familiares son el lugar perfecto para hacer las preguntas más incómodas. Desde ""¿cómo va el trabajo?"" hasta ""¿cuándo nos presentas a alguien?"", todos quieren saberlo todo.",LLMs,0,1,1,1,0,4,5
4826,"El grupo de WhatsApp familiar es una colección de buenos días, recetas y fotos de la mascota. Es un espacio donde todos están conectados, aunque no todos participen siempre.",LLMs,1,1,1,1,1,2,2
4827,"El autobús siempre parece más lleno cuando más prisa tienes. Justo cuando piensas que nadie más puede entrar, alguien decide que sí hay espacio y se acomoda de alguna manera.",LLMs,1,1,1,1,3,3,4
4828,"El primo menor es el experto en compartir memes en el grupo familiar. Aunque no todos entiendan el chiste, siempre reaccionan con una sonrisa porque su entusiasmo es contagioso.",LLMs,1,1,1,1,2,1,2
4829,"Las sobremesas familiares son como una tertulia, donde cada uno tiene su turno para hablar de algo. Aunque los temas varíen, todos encuentran una manera de participar y opinar.",LLMs,0,1,1,1,0,3,2
4830,"Cuando el chofer del bus decide poner su música favorita, todos los pasajeros quedan atrapados en su playlist. Algunos la disfrutan, otros miran de reojo, pero nadie se queja.",LLMs,0,1,1,1,0,2,2
4831,"Las fotos familiares son un ritual donde siempre alguien queda con los ojos cerrados o mirando a otro lado. Al final, todos aceptan la primera toma porque ""es la más natural"".",LLMs,1,1,1,1,3,3,4
4832,"La frase ""me avisas cuando llegues"" es como un recordatorio de amor a distancia. No importa la edad ni el lugar, alguien siempre te lo dice y tú sabes que significa ""te espero"".",LLMs,1,1,0,1,2,3,0
4833,"El transporte público es una experiencia única donde cualquier espacio libre se convierte en asiento. Desde una esquina hasta el pasillo, los pasajeros encuentran cómo acomodarse.",LLMs,1,1,1,1,2,3,2
4834,"La tía que manda bendiciones cada mañana en el grupo familiar es como un despertador espiritual. Nadie responde siempre, pero todos agradecen en silencio su constancia.",LLMs,1,1,1,1,4,2,1
4835,"Las cenas familiares son como un ciclo de preguntas que se repiten cada año. Desde ""¿ya tienes pareja?"" hasta ""¿cómo va el trabajo?"", siempre son las mismas, pero todos actúan como si fuera la primera vez.",LLMs,1,1,1,1,3,3,2
4836,"El grupo de WhatsApp familiar es como un boletín de noticias personales. Desde memes antiguos hasta recetas y bendiciones, siempre hay algo nuevo, aunque todos ya lo conozcan.",LLMs,1,1,1,1,5,2,2
4837,"El autobús en hora pico es una prueba de paciencia y tolerancia al contacto humano. Cada vez que alguien sube, todos los pasajeros se miran en silencio, como diciendo ""prepárate para la aventura"".",LLMs,1,1,0,1,2,3,0
4838,"Las fotos en el grupo familiar siempre necesitan algún filtro que la tía le pone ""para que se vean mejor"". Al final, todos salen brillantes y sonrientes, aunque algunos no se reconozcan.",LLMs,1,0,1,1,4,0,2
4839,"""Cinco minutos más"" es la frase comodín en las reuniones familiares. Todos saben que esos minutos pueden convertirse en una hora, pero nadie dice nada, porque están disfrutando el momento.",LLMs,0,1,1,1,0,3,2
4840,"El transporte público en hora pico es una experiencia donde todos se convierten en equilibristas. Cada frenada es una coreografía involuntaria, y cada curva es un reto de resistencia física.",LLMs,0,1,1,1,0,3,3
4841,"Las fotos en el grupo familiar siempre tienen a alguien mirando hacia otro lado o con los ojos cerrados. Al final, todos se conforman con la primera toma, porque ""ya estamos todos y eso es lo importante"".",LLMs,1,1,1,1,3,1,1
4842,"El primo menor siempre llega a las reuniones familiares con alguna pregunta inesperada. Desde ""¿por qué no tienes hijos?"" hasta ""¿cuánto ganas?"", siempre logra dejar a todos en silencio.",LLMs,1,1,1,1,2,1,3
4843,"El abuelo siempre tiene una historia lista para cualquier tema. Desde el clima hasta los precios, siempre tiene una anécdota de ""cuando todo era más sencillo y más barato"".",LLMs,1,1,0,1,4,2,0
4844,"Las cenas familiares son como un programa de entrevistas. Cada uno responde las mismas preguntas año tras año, pero todos participan porque es parte del guion.",LLMs,1,1,0,1,3,5,0
4845,"El grupo familiar de WhatsApp es como un reloj: todos saben que a las seis de la mañana aparecerá el primer ""buenos días"" lleno de bendiciones y emojis de flores. Aunque no siempre responden, todos lo esperan.",LLMs,1,1,0,1,2,2,0
4846,"Las cenas familiares son como una rueda de preguntas que nunca cambian. Desde ""¿cómo va el trabajo?"" hasta ""¿para cuándo los hijos?"", siempre hay algo que preguntar, aunque todos ya sepan la respuesta.",LLMs,1,1,1,1,4,4,2
4847,"El transporte público en hora pico convierte a todos en acróbatas. Cada frenada es una prueba de equilibrio, y cada curva te hace sujetarte con fuerza, como si fueras parte de un espectáculo de circo.",LLMs,1,1,1,1,1,1,2
4848,"La frase ""en cinco minutitos llego"" es un clásico de la impuntualidad. Todos la usan, sabiendo que esos minutos pueden alargarse eternamente, pero nadie se molesta, porque ya es parte de la cultura.",LLMs,1,1,1,1,3,4,2
4849,"Las fotos en el grupo familiar siempre necesitan un toque especial, cortesía de la tía que insiste en ponerles un filtro para que ""se vean mejor"". Al final, todos parecen modelos, aunque algunos no se reconozcan.",LLMs,0,1,1,1,0,4,2
4850,"El abuelo siempre tiene una historia lista para cada situación. Desde cómo era la vida antes hasta cómo todo era más barato, siempre encuentra la manera de recordar ""cuando todo era más sencillo"".",LLMs,1,1,1,1,3,2,2
4851,"El autobús siempre está lleno cuando tienes prisa, y justo cuando piensas que no cabe nadie más, alguien decide que sí hay espacio y se cuela, como si fuera un truco de magia.",LLMs,1,1,1,1,5,2,4
4852,"""Cinco minutos más"" es la frase comodín en las reuniones familiares. Todos saben que esos minutos pueden durar mucho más, pero nadie se queja, porque están disfrutando la charla.",LLMs,1,1,1,1,3,4,4
4853,"Las cenas familiares son como un concurso de preguntas sobre tu vida. Desde ""¿por qué no tienes pareja?"" hasta ""¿cuándo te casas?"", todos quieren saber más, aunque ya conozcan la historia.",LLMs,1,1,0,1,3,3,0
4854,"El primo que llega tarde a cada reunión familiar es como el personaje sorpresa. Todos saben que aparecerá en algún momento, y cuando lo hace, siempre tiene una excusa ingeniosa.",LLMs,1,1,1,1,4,4,3
4855,"El grupo de WhatsApp familiar es como una biblioteca de memes antiguos, bendiciones y fotos de comida. Nadie dice nada, pero todos miran y sonríen, porque es parte del día.",LLMs,1,1,1,1,1,2,2
4856,"El transporte público en hora pico es una prueba de paciencia donde cualquier espacio libre se convierte en un asiento improvisado. Desde una esquina hasta el pasillo, todos encuentran la manera de acomodarse.",LLMs,0,1,1,1,0,5,4
4857,"Las sobremesas familiares son el escenario ideal para compartir opiniones. Desde recetas hasta política, todos tienen algo que decir, aunque nadie cambie de opinión al final.",LLMs,1,1,0,1,2,3,0
4858,"La tía que manda bendiciones cada mañana en el grupo de WhatsApp es como un despertador espiritual. Aunque nadie responda siempre, todos saben que ella estará ahí para empezar el día.",LLMs,1,0,1,1,3,0,4
4859,"Las fotos familiares siempre necesitan tres intentos: el primero porque alguien no miró, el segundo porque alguien parpadeó y el tercero “por si acaso”. Al final, todos se quedan con la primera porque ""ya está bien así"".",LLMs,1,1,0,1,2,5,0
4860,"El primo menor siempre tiene los memes más recientes listos para compartir en el grupo familiar. A veces los chistes no tienen sentido, pero todos reaccionan con una sonrisa, porque su entusiasmo es lo importante.",LLMs,1,0,1,1,2,0,4
4861,"Las cenas familiares son como episodios de una serie donde todos ya conocen el guion, pero actúan con emoción. Aunque las historias sean las mismas, todos las escuchan con atención.",LLMs,1,0,1,1,2,0,2
4862,"Cuando el abuelo empieza con “en mis tiempos”, todos saben que se viene una buena historia. No importa cuántas veces la haya contado, siempre añade algún detalle nuevo que la hace interesante otra vez.",LLMs,1,1,1,1,1,2,5
4863,"Las fotos en el grupo familiar siempre necesitan un filtro que la tía insiste en poner “para que se vean mejor”. Al final, todos salen brillantes y sonrientes, aunque algunos no se reconozcan.",LLMs,1,1,1,1,3,4,2
4864,"El grupo familiar de WhatsApp siempre tiene un flujo constante de ""buenos días"", fotos de comidas y bendiciones. A nadie le falta el amor digital, aunque no todos respondan.",LLMs,1,1,1,1,4,2,2
4865,"El transporte público es una experiencia única donde cualquier espacio libre se convierte en asiento. Desde una esquina hasta el pasillo, todos encuentran cómo acomodarse, aunque sea solo por un par de estaciones.",LLMs,1,1,1,1,4,3,4
4866,"Las cenas familiares son el lugar ideal para las preguntas incómodas. Desde ""¿cómo va el trabajo?"" hasta ""¿ya tienes pareja?"", todos quieren saber algo, aunque la respuesta siempre sea la misma.",LLMs,0,1,1,1,0,2,3
4867,"El autobús en hora pico es una prueba de tolerancia al contacto humano. Cada vez que alguien sube, todos se miran en silencio, como si dijeran “buena suerte”.",LLMs,1,1,1,1,2,2,2
4868,"Las sobremesas familiares son un talk show en vivo, donde cada quien tiene su turno para hablar. Aunque los temas no estén conectados, nadie interrumpe y cada uno dice su parte.",LLMs,1,1,1,1,3,3,2
4869,"La frase “me avisas cuando llegues” es como un recordatorio de amor a distancia. No importa la edad ni el lugar, siempre te lo dicen y tú sabes que significa que alguien te espera con cariño.",LLMs,1,1,0,1,2,3,0
4870,"El grupo de WhatsApp familiar es una mezcla de buenos días, recetas y fotos de la mascota de la tía. Es un espacio donde todos están conectados, aunque no todos participen siempre.",LLMs,1,1,1,1,2,2,1
4871,"Las fotos en el grupo familiar siempre necesitan un toque extra, cortesía de la tía que insiste en ponerle filtros. Al final, todos parecen modelos de revista, aunque algunos no se reconozcan.",LLMs,0,1,1,1,0,1,2
4872,"“Cinco minutos y estoy allá” es una promesa elástica en las reuniones familiares. Todos saben que puede extenderse, pero nadie se molesta, porque también la usan.",LLMs,1,1,1,1,2,3,4
4873,"El autobús en hora pico convierte a todos en equilibristas. Cada frenada es un reto, y cada curva es una oportunidad para practicar el equilibrio.",LLMs,1,1,0,1,2,2,0
4874,"Las cenas familiares son como episodios de una serie donde todos conocen la historia, pero igual actúan con emoción. Nadie se aburre de escuchar las mismas anécdotas.",LLMs,0,1,1,1,0,2,4
4875,"Las sobremesas familiares son un espectáculo de opiniones, donde todos quieren hablar y nadie quiere escuchar, pero de alguna manera, todos disfrutan el momento.",LLMs,1,1,0,1,1,1,0
4876,"El grupo familiar de WhatsApp es como un noticiero en vivo. Empieza con los ""buenos días"" llenos de emojis, sigue con las fotos del desayuno de la tía y termina con las bendiciones de la abuela.",LLMs,1,1,1,1,4,1,5
4877,"Las cenas familiares son el mejor momento para que la tía saque sus preguntas clásicas. ""¿Y la novia para cuándo?"", ""¿cómo va el trabajo?"", ""¿y esos kilitos de más?"". Cada pregunta es como una tradición en sí misma.",LLMs,1,0,1,1,2,0,2
4878,"El transporte público en hora pico es un espectáculo de resistencia humana. Cada frenada y cada curva hacen que todos se conviertan en expertos en equilibrio, aunque nadie diga nada.",LLMs,0,1,1,1,0,2,2
4879,"""Cinco minutitos más"" es la frase perfecta para estirar el tiempo sin comprometerse. Todos la usan y saben que puede durar mucho más, pero nadie se queja porque todos lo hacen.",LLMs,0,1,1,1,0,2,2
4880,"Las fotos familiares siempre necesitan tres intentos: primero porque alguien no miró, luego porque alguien parpadeó y finalmente porque alguien dijo “por si acaso”. Al final, se quedan con la primera toma.",LLMs,1,1,0,1,3,2,0
4881,"El abuelo siempre tiene una historia lista para cualquier ocasión. No importa si hablas del clima o del precio de la gasolina, él siempre recuerda cómo era “cuando todo era más fácil”.",LLMs,0,1,1,1,0,2,3
4882,"El primo menor siempre llega a las reuniones familiares con los memes más recientes. A veces no todos entienden el chiste, pero todos reaccionan con una sonrisa porque su entusiasmo es contagioso.",LLMs,1,1,1,1,3,2,4
4883,"El autobús siempre parece estar más lleno cuando tienes prisa, y justo cuando crees que no cabe nadie más, alguien decide que sí hay espacio y se cuela como por arte de magia.",LLMs,1,0,1,1,3,0,2
4884,"Las sobremesas familiares son como una tertulia de expertos en todos los temas. Desde el mejor remedio para la gripe hasta cómo elegir pareja, todos tienen algo que aportar aunque nadie lo haya pedido.",LLMs,1,0,1,1,3,0,3
4885,"El grupo de WhatsApp familiar es una mezcla de buenos días, bendiciones y fotos de la última receta de la abuela. Todos lo reciben, aunque algunos solo reaccionen con un emoji.",LLMs,1,1,1,1,2,1,1
4886,El transporte público en hora pico convierte a todos en equilibristas profesionales. Cada frenada es un reto y cada curva es una oportunidad para sujetarse con fuerza y evitar el caos.,LLMs,1,1,1,1,3,2,2
4887,"""Cinco minutos y estoy allá"" es una frase que suena bien, aunque todos saben que esos minutos pueden extenderse sin problemas. Es una promesa flexible que todos entienden y aceptan.",LLMs,1,1,0,1,3,3,0
4888,"Las cenas familiares son como episodios de una serie donde todos ya conocen el guion, pero siempre actúan con emoción. Nadie se aburre de escuchar las mismas anécdotas.",LLMs,1,1,1,1,4,3,1
